Survived,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeBin_AgeBin1,AgeBin_AgeBin2,AgeBin_AgeBin3,AgeBin_AgeBin4,AgeBin_AgeBin5,FareBin_FareBin1,FareBin_FareBin2,FareBin_FareBin3,FareBin_FareBin4,FareBin_FareBin5
1,0.00898110870238464,2,1,0.15662259360428807,4,0,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.05543511923196036,0,2,0.08845160574703703,3,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.612883245586869,0,0,0.20079819692857442,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0.32641684732115206,1,0,0.06224744104785807,2,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0.6903065964694952,0,0,0.10662384256907302,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.612883245586869,1,1,0.06224744104785807,3,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.550944564880768,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0.48900588417466706,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.28770517187983896,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,0.28770517187983896,1,0,0.031542183966328186,2,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0.03995044905543512,1,1,0.10441506240285871,3,0,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.67482192629297,0,0,0.11132573314835252,1,1,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0.8916073087643234,0,0,0.5884222490506454,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.3806131929389904,0,0,0.031123720523929036,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.6438525859399195,0,1,0.0337509641325425,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0.32641684732115206,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0.36512852276246516,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0.4270672034685661,0,0,0.03815165741642914,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.3806131929389904,8,2,0.279310291927647,11,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0.5199752245277175,0,0,0.026086898552172676,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0.6980489315577578,0,0,0.029015339456179005,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1,0.2722205017033137,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.02446577887890988,0,1,0.0420170227073042,2,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0.48900588417466706,1,0,0.06365302842635809,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1,0.39609786311551565,0,0,0.07544992249591184,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0.24125116135026325,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0.612883245586869,0,0,0.12449488209571614,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.36512852276246516,0,0,0.028312545766928994,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.5354598947042428,0,0,0.08433524271000126,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.33415918240941467,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.45803654382161657,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.3806131929389904,1,0,0.031123720523929036,2,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.47352121399814184,1,0,0.4549083151416854,2,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.41158253329204086,0,0,0.031826514213179044,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0.6438525859399195,1,0,0.10843102634143019,2,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.48900588417466706,0,0,0.3063847160123145,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.45803654382161657,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0.24125116135026325,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.41158253329204086,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.7832146175286466,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0.3806131929389904,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.5819139052338185,1,0,0.361436754471434,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.33415918240941467,0,0,0.037549262825643415,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.28770517187983896,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.3109321771446268,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.2722205017033137,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,0.32641684732115206,3,1,0.10227334883441852,5,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0.5354598947042428,1,0,0.335232589772255,2,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.44255187364509135,0,0,0.031224119622393326,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.9070919789408486,0,0,0.054215513170715095,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,0.0709197894084856,4,2,0.1260510681219126,7,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.36512852276246516,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.32641684732115206,0,0,0.03032052773621474,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0.67482192629297,1,0,0.10441506240285871,2,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.11737379993806132,0,2,0.10541905338750157,3,0,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.28770517187983896,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.5044905543511923,0,0,0.04929595734596502,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.32641684732115206,1,0,0.05804754596090001,2,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,0.32641684732115206,1,0,0.06224744104785807,2,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0.44255187364509135,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.33415918240941467,0,0,0.028613743062321857,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.45803654382161657,0,0,0.029015339456179005,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.67482192629297,2,0,0.361436754471434,3,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.3806131929389904,0,0,0.031224119622393326,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.36512852276246516,0,2,0.058231477109286583,3,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0.5664292350572933,1,1,0.21105577202047374,3,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.8296686280582224,1,0,0.10441506240285871,2,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.3806131929389904,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.44255187364509135,1,1,0.0420170227073042,3,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0.9535459894704242,0,0,0.10662384256907302,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.45803654382161657,1,0,0.06465701941100097,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.6283679157633942,0,2,0.08117267110837621,3,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0.44255187364509135,0,2,0.061226583014673194,3,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0.5354598947042428,0,0,0.3180643439348619,1,1,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.45803654382161657,0,0,0.34738088068643375,1,1,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.5354598947042428,0,0,1.0,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.7677299473521214,0,1,0.10441506240285871,2,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0.3806131929389904,0,0,0.031123720523929036,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.03995044905543512,4,2,0.1260510681219126,7,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.7986992877051718,1,1,0.3198715277072191,3,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.612883245586869,0,0,0.0,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0.32641684732115206,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0.550944564880768,0,0,0.04216762135500063,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0.24125116135026325,4,1,0.15938356881205595,6,0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,0.3806131929389904,1,0,0.031224119622393326,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.8916073087643234,0,1,0.6162998659230271,2,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.5354598947042428,0,0,0.5446984416694483,1,1,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.612883245586869,0,0,0.12449488209571614,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0.3806131929389904,0,0,0.0,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0.6283679157633942,0,1,0.07831129680214403,2,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.5664292350572933,0,1,0.11927412897557321,2,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0.32641684732115206,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.9690306596469496,1,0,0.31307772151233765,2,0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.6903065964694952,0,0,0.031123720523929036,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0.45803654382161657,0,0,0.0,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.10188912976153608,4,1,0.1169649497108946,6,0,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.5354598947042428,1,1,0.08132326975607264,3,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,1.0,0,0,0.031123720523929036,1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
0,0.4270672034685661,0,0,0.031542183966328186,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,0.24125116135026325,0,0,0.03815165741642914,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0.28770517187983896,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.612883245586869,0,0,0.10441506240285871,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.5044905543511923,0,0,0.034788287617875516,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0.45803654382161657,0,0,0.03815165741642914,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.33415918240941467,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.6438525859399195,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,0.33415918240941467,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.39609786311551565,0,0,0.31665875655636183,1,1,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.28770517187983896,1,0,0.3657707827539403,2,0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.550944564880768,0,0,0.051705535709107915,1,1,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.36512852276246516,0,0,0.035541280856357674,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0.36512852276246516,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.612883245586869,0,0,0.11132573314835252,1,1,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.35738618767420255,0,0,0.029032206504721002,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.02446577887890988,1,2,0.6086193348905091,4,0,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0.612883245586869,0,0,0.1224869001264304,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0.7677299473521214,0,1,0.9940346068463658,2,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.32641684732115206,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0.3806131929389904,2,0,0.09337116157178711,3,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0.28770517187983896,0,0,0.0,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0.4270672034685661,0,0,0.04959715464135788,1,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.3806131929389904,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.00774233508826262,1,2,0.6086193348905091,4,0,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0.5354598947042428,0,0,0.44530333418980395,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.25673583152678847,1,0,0.43733847291043515,2,0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.45803654382161657,1,0,0.09638313452571573,2,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0.45803654382161657,0,0,0.228625614251724,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.36512852276246516,0,0,0.33396073399290943,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0.2722205017033137,2,2,1.0,5,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.39609786311551565,1,1,0.10441506240285871,3,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.4270672034685661,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,0.6593372561164447,1,1,0.10541905338750157,3,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.39609786311551565,0,0,0.031542183966328186,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.36512852276246516,1,0,0.10441506240285871,2,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.8296686280582224,0,0,0.05622349514000084,1,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0.47352121399814184,0,2,0.662098721871284,3,0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.612883245586869,1,1,0.5401471497378653,3,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.33415918240941467,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.41158253329204086,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0.45803654382161657,0,0,0.04959715464135788,1,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0.33415918240941467,1,1,0.11646295421857317,3,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.3806131929389904,8,2,0.279310291927647,11,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,0.550944564880768,0,0,0.5446984416694483,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.938061319293899,0,0,0.02504957506683966,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1,0.550944564880768,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,0.47352121399814184,1,1,0.0824276598391798,3,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,0.24125116135026325,0,1,0.23284237638722405,2,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0.32641684732115206,2,0,0.09337116157178711,3,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.6980489315577578,0,0,0.11445497224928743,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.5819139052338185,0,1,0.6162998659230271,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.24125116135026325,2,0,0.0722873508942868,3,0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,0.5354598947042428,1,0,0.5367335803900795,2,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.3806131929389904,0,0,0.031709248066172764,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.44255187364509135,1,0,0.2674631983088611,2,0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0.6283679157633942,0,0,0.5401471497378653,1,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0.6903065964694952,0,0,0.03232850970550048,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0.6903065964694952,0,0,0.14256671981928784,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.02446577887890988,1,1,0.10441506240285871,3,0,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.36512852276246516,3,2,1.0,6,0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.4270672034685661,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.3806131929389904,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0.550944564880768,0,0,0.052207531201429354,1,1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1,0.36512852276246516,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,0.612883245586869,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0.32641684732115206,1,0,0.06465701941100097,2,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1,0.03995044905543512,1,1,0.06385382662328667,3,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.6438525859399195,0,0,0.034788287617875516,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0.3496438525859399,0,0,0.03704726733332198,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.612883245586869,0,0,0.1405587378500021,1,1,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.225766491173738,1,1,0.029032206504721002,3,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.3806131929389904,1,0,0.0714841581065725,2,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0.3806131929389904,0,0,0.029015339456179005,1,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0.4270672034685661,0,0,0.03815165741642914,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,0.33415918240941467,0,1,0.22087801662143186,2,0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.5819139052338185,0,0,0.052207531201429354,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1,0.32641684732115206,0,0,0.03164258306479247,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0.32641684732115206,0,0,0.03164258306479247,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0.612883245586869,1,4,0.11204539388614453,6,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.44255187364509135,1,0,0.11132573314835252,2,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0.6903065964694952,0,1,0.05804754596090001,2,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0.5354598947042428,0,0,0.028312545766928994,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0.3806131929389904,1,0,0.06224744104785807,2,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0.45803654382161657,0,0,0.029115738554643292,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
1,0.9225766491173738,1,0,0.30220128637750454,2,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.32641684732115206,0,0,0.029032206504721002,1,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1,0.32641684732115206,0,0,0.031123720523929036,1,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
